0,0,129
0,0,130
0,0,131
0,0,132
0,0,133
0,0,134
0,0,135
0,0,136
0,0,137
0,0,138
0,0,139
0,0,140
0,0,141
0,0,142
0,0,143
0,0,144
0,0,145
0,0,146
0,0,147
0,0,148
0,0,149
0,0,150
0,0,151
0,0,152
0,0,153
0,0,154
0,0,155
0,0,156
0,0,157
0,0,158
0,0,159
0,0,160
0,0,161
0,0,162
0,0,163
0,0,164
0,0,165
0,0,166
0,0,167
0,0,168
0,0,169
0,0,170
0,0,171
0,0,172
0,0,173
0,0,174
0,0,175
0,0,176
0,0,177
0,0,179
0,0,180
0,0,181
0,0,182
0,0,183
0,0,184
0,0,185
0,0,186
0,0,187
0,0,188
0,0,189
0,0,190
0,0,191
0,0,192
0,0,193
0,0,194
0,0,195
0,0,196
0,0,197
0,0,198
0,0,199
0,0,200
0,0,201
0,0,202
0,0,203
0,0,204
0,0,205
0,0,206
0,0,207
0,0,208
0,0,209
0,0,210
0,0,211
0,0,212
0,0,213
0,0,214
0,0,215
0,0,216
0,0,217
0,0,218
0,0,219
0,0,220
0,0,221
0,0,222
0,0,223
0,0,224
0,0,225
0,0,226
0,0,227
0,0,228
0,0,230
0,0,231
0,0,232
0,0,233
0,0,234
0,0,235
0,0,236
0,0,237
0,0,238
0,0,239
0,0,240
0,0,241
0,0,242
0,0,243
0,0,244
0,0,245
0,0,246
0,0,247
0,0,248
0,0,249
0,0,250
0,0,251
0,0,252
0,0,253
0,0,254
0,0,255
0,1,255
0,2,255
0,3,255
0,4,255
0,5,255
0,6,255
0,7,255
0,8,255
0,9,255
0,10,255
0,11,255
0,12,255
0,13,255
0,14,255
0,15,255
0,16,255
0,17,255
0,18,255
0,19,255
0,20,255
0,21,255
0,22,255
0,23,255
0,24,255
0,26,255
0,27,255
0,28,255
0,29,255
0,30,255
0,31,255
0,32,255
0,33,255
0,34,255
0,35,255
0,36,255
0,37,255
0,38,255
0,39,255
0,40,255
0,41,255
0,42,255
0,43,255
0,44,255
0,45,255
0,46,255
0,47,255
0,48,255
0,49,255
0,50,255
0,51,255
0,52,255
0,53,255
0,54,255
0,55,255
0,56,255
0,57,255
0,58,255
0,59,255
0,60,255
0,61,255
0,62,255
0,63,255
0,64,255
0,65,255
0,66,255
0,67,255
0,68,255
0,69,255
0,70,255
0,71,255
0,72,255
0,73,255
0,74,255
0,75,255
0,77,255
0,78,255
0,79,255
0,80,255
0,81,255
0,82,255
0,83,255
0,84,255
0,85,255
0,86,255
0,87,255
0,88,255
0,89,255
0,90,255
0,91,255
0,92,255
0,93,255
0,94,255
0,95,255
0,96,255
0,97,255
0,98,255
0,99,255
0,100,255
0,101,255
0,102,255
0,103,255
0,104,255
0,105,255
0,106,255
0,107,255
0,108,255
0,109,255
0,110,255
0,111,255
0,112,255
0,113,255
0,114,255
0,115,255
0,116,255
0,117,255
0,118,255
0,119,255
0,120,255
0,121,255
0,122,255
0,123,255
0,124,255
0,125,255
0,126,255
0,128,255
0,129,255
0,130,255
0,131,255
0,132,255
